dom,Description,TLA,Status,Year of Census,Retired Year,AU-13,DHB ,RHA reg
2243,Solway South,048,C,1991,,578902,093,03
2244,Ngaumutawa,048,C,1991,,579000,093,03
2245,Masterton Railway,048,C,1991,,579100,093,03
2246,Lansdowne,048,C,1991,,579200,093,03
2247,Waingawa,049,C,1991,,579400,093,03
2248,Mt Holdsworth,049,C,1991,,579501,093,03
2249,Te Wharau,049,C,1991,,579502,093,03
2250,Carterton,049,C,1991,,579700,093,03
2251,Kahutara,050,R,1991,2001,,093,03
2252,Tuturumuri,050,C,1991,,579802,093,03
2253,Greytown,050,C,1991,,579900,093,03
2254,Featherston,050,C,1991,,580000,093,03
2255,Martinborough,050,C,1991,,580100,093,03
2256,Havelock,053,C,1991,,580200,101,03
2257,Renwick,053,C,1991,,580300,101,03
2258,Woodbourne,053,C,1991,,580410,101,03
2259,Omaka,053,C,1991,,580420,101,03
2260,Spring Creek - Riverlands,053,R,1991,2013,,101,03
2261,Waikawa,053,C,1991,,580442,101,03
2262,Sounds,053,R,1991,1996,,101,03
2263,Wairau,053,R,1991,2013,,101,03
2264,Severn,053,C,1991,,580600,101,03
2265,Ward,053,C,1991,,580801,101,03
2266,Seddon,053,C,1991,,580802,101,03
2267,Lake Tennyson,058,C,1991,,580900,121,04
2268,Picton,053,R,1991,1996,,101,03
2269,Springlands,053,C,1991,,581210,101,03
2270,Mayfield,053,C,1991,,581220,101,03
2271,Blenheim Central,053,C,1991,,581230,101,03
2272,Whitney,053,C,1991,,581240,101,03
2273,Redwoodtown,053,C,1991,,581250,101,03
2274,Witherlea,053,C,1991,,581260,101,03
2275,Kaikoura Township,054,C,1991,,581400,121,04
2276,Kaikoura Rural,054,C,1991,,581500,121,04
2277,Golden Bay,051,C,1991,,581601,101,03
2278,Takaka,051,C,1991,,581602,101,03
2279,Glenduan,052,C,1991,,581713,101,03
2280,Saxton,052,R,1991,1996,,101,03
2281,Ngawhatu,052,C,1991,,581715,101,03
2282,Ranzau,051,R,1991,1996,,101,03
2283,Aniseed Hill,051,C,1991,,581717,101,03
2284,Hope,051,C,1991,,581720,101,03
2285,Richmond Hill,051,C,1991,,581811,101,03
2286,Whangamoa,052,C,1991,,581812,101,03
2287,Brightwater,051,C,1991,,581822,101,03
2288,Wakefield,051,C,1991,,581823,101,03
2289,Wai-Iti,051,R,1991,1996,,101,03
2290,Mapua,051,R,1991,1996,,101,03
2291,Kaiteriteri,051,R,1991,1996,,101,03
2292,Golden Downs,051,C,1991,,581841,101,03
2293,Lake Rotoroa,051,C,1991,,581842,101,03
2294,Murchison,051,C,1991,,581843,101,03
2295,Tapawera,051,C,1991,,581844,101,03
2296,Riwaka,051,C,1991,,581850,101,03
2297,Clifton,052,C,1991,,582000,101,03
2298,Atawhai,052,R,1991,1996,,101,03
2299,Port Nelson,052,R,1991,1996,,101,03
2300,Brooklyn South,047,C,1996,,575901,091,03
2301,Happy Valley - Owhiro Bay,047,C,1996,,575902,091,03
2302,Makara - Ohariu,047,C,1996,,577700,091,03
2303,Maingatainoka,041,C,1996,,577900,081,03
2304,Pahiatua,041,C,1996,,578000,081,03
2305,Marlborough Sounds Coastal Marine,053,C,1996,,580445,101,03
2306,Marlborough Sounds Terrestrial,053,C,1996,,580446,101,03
2307,Picton,053,C,1996,,581100,101,03
2308,Saxton Island,052,C,1996,,581721,101,03
2309,Waimea Inlet East,052,C,1996,,581722,101,03
2310,Saxton,052,C,1996,,581723,101,03
2311,Bests Island,051,C,1996,,581724,101,03
2312,Bells Island,051,C,1996,,581725,101,03
2313,Ranzau,051,C,1996,,581726,101,03
2314,Mapua,051,C,1996,,581825,101,03
2315,Inlet - Motueka,051,C,1996,,581831,101,03
2316,Kaiteriteri,051,C,1996,,581832,101,03
2317,Motueka Outer,051,C,1996,,581833,101,03
2318,Rabbit Island,051,C,1996,,581834,101,03
2319,Waimea Inlet West,051,C,1996,,581835,101,03
2320,Wai - iti,051,C,1996,,581836,101,03
2321,Atawhai,052,C,1996,,582100,101,03
2322,Port Nelson,052,C,1996,,582200,101,03
2324,Inlet - Tasman Bay,051,C,1996,,623801,101,03
2325,Kahutara,050,C,2001,,579803,093,03
2326,Inland Water-Lake Wairarapa,050,C,2001,,579804,093,03
2327,Kilbirnie West,047,C,2006,,576903,091,03
2328,Evans Bay Marina,047,C,2006,,576904,091,03
2329,Vogeltown West,047,C,2013,,575701,091,03
2330,Vogeltown,047,C,2013,,575702,091,03
2331,Newtown West,047,C,2013,,576301,091,03
2332,Berhampore East,047,C,2013,,576302,091,03
2333,Seatoun Tunnel West,047,C,2013,,577101,091,03
2334,Strathmore Park,047,C,2013,,577102,091,03
2335,Miramar North,047,C,2013,,577301,091,03
2336,Miramar,047,C,2013,,577302,091,03
2337,Maupuia,047,C,2013,,577601,091,03
2338,Miramar West,047,C,2013,,577602,091,03
2339,Spring Creek-Grovetown,053,C,2013,,580431,101,03
2340,Riverlands,053,C,2013,,580432,101,03
2341,Wairau North,053,C,2013,,580447,101,03
2342,Tuamarina,053,C,2013,,580448,101,03
2343,Rapaura,053,C,2013,,580449,101,03
2344,Wairau South,053,C,2013,,580450,101,03
2345,Weld Pass,053,C,2013,,580451,101,03
2346,Fairhall,053,C,2013,,580452,101,03
2400,The Wood,052,C,1991,,582300,101,03
2401,Britannia Heights,052,R,1991,2006,,101,03
2402,Trafalgar,052,C,1991,,582500,101,03
2403,Maitai,052,C,1991,,582600,101,03
2404,Kirks,052,C,1991,,582700,101,03
2405,Bronte,052,C,1991,,582800,101,03
2406,Atmore,052,C,1991,,582900,101,03
2407,Tahunanui,052,C,1991,,583000,101,03
2408,Tahuna Hills,052,C,1991,,583100,101,03
2409,Toi Toi,052,C,1991,,583201,101,03
2410,Broads,052,C,1991,,583202,101,03
2411,Grampians,052,C,1991,,583300,101,03
2412,The Brook,052,C,1991,,583400,101,03
2413,Nelson Airport,052,R,1991,1996,,101,03
2414,Nayland,052,C,1991,,583600,101,03
2415,Enner Glynn,052,C,1991,,583700,101,03
2416,Maitlands,052,C,1991,,583800,101,03
2417,Isel Park,052,C,1991,,583900,101,03
2418,Langbein,052,R,1991,1996,,101,03
2419,Richmond East,051,C,1991,,584201,101,03
2420,Richmond West,051,C,1991,,584202,101,03
2421,Motueka West,051,R,1991,1996,,111,03
2422,Motueka East,051,R,1991,1996,,111,03
2423,Buller,055,R,1991,1996,,111,04
2424,Karamea,055,C,1991,,584402,111,04
2425,Hector - Ngakawau,055,C,1991,,584403,111,04
2426,Granity,055,C,1991,,584404,111,04
2427,Westport Urban,055,C,1991,,584500,111,04
2428,Reefton,055,C,1991,,584600,111,04
2429,Inangahua,055,R,1991,2001,,111,04
2430,Karoro,056,C,1991,,584800,111,04
2431,Kaiata,056,C,1991,,584911,111,04
2432,South Beach - Camerons,056,C,1991,,584912,111,04
2433,Blackball,056,C,1991,,584922,111,04
2434,Point Elizabeth,056,C,1991,,584923,111,04
2435,Moana,056,R,1991,2001,,111,04
2436,Dobson,056,C,1991,,584930,111,04
2437,Runanga - Rapahoe,056,C,1991,,585000,111,04
2438,Cobden,056,C,1991,,585110,111,04
2439,Blaketown,056,C,1991,,585120,111,04
2440,Greymouth Central,056,C,1991,,585130,111,04
2441,Greymouth South,056,C,1991,,585140,111,04
2442,Haast,057,R,1991,2001,,111,04
2443,Otira,057,R,1991,2001,,111,04
2444,Kumara,057,C,1991,,585306,111,04
2445,Kaniere,057,C,1991,,585307,111,04
2446,Kowhitirangi,057,R,1991,2001,,111,04
2447,Ross,057,C,1991,,585309,111,04
2448,Whataroa,057,R,1991,2001,,111,04
2449,Harihari,057,C,1991,,585311,111,04
2450,Franz Josef,057,C,1991,,585312,111,04
2451,Fox Glacier,057,C,1991,,585313,111,04
2452,Hokitika Urban,057,C,1991,,585400,111,04
2453,Hanmer Springs,058,C,1991,,585502,121,04
2454,Amuri,058,R,1991,2006,,121,04
2455,Culverden,058,C,1991,,585504,121,04
2456,Parnassus,058,C,1991,,585601,121,04
2457,Cheviot,058,C,1991,,585602,121,04
2458,Hurunui,058,C,1991,,585700,121,04
2459,Amberley,058,C,1991,,585802,121,04
2460,Leithfield,058,C,1991,,585803,121,04
2461,Loburn,059,R,1991,1996,,121,04
2462,Sefton,059,C,1991,,585805,121,04
2463,Camside,059,C,1991,,586001,121,04
2464,Pines - Kairaki Beach,059,C,1991,,586002,121,04
2465,Waikuku,059,C,1991,,586112,121,04
2466,Fernside,059,R,1991,1996,,121,04
2467,Cust,059,C,1991,,586114,121,04
2468,Woodend,059,C,1991,,586120,121,04
2469,Rangiora North,059,R,1991,1996,,121,04
2470,Rangiora West,059,R,1991,1996,,121,04
2471,Rangiora East,059,C,1991,,586303,121,04
2472,Southbrook,059,C,1991,,586304,121,04
2473,Kaiapoi North,059,R,1991,2013,,121,04
2474,Kaiapoi South,059,R,1991,2006,,121,04
2475,Clarkville,059,C,1991,,586501,121,04
2476,Kaiapoi West,059,R,1991,2013,,121,04
2477,Eyre,059,R,1991,1996,,121,04
2478,Ashley Gorge,059,C,1991,,586801,121,04
2479,Oxford,059,C,1991,,586802,121,04
2480,Darfield,062,C,1991,,586900,121,04
2481,Kirwee,062,C,1991,,587010,121,04
2482,Burnham Military Camp,062,C,1991,,587020,121,04
2483,Malvern,062,C,1991,,587100,121,04
2484,Oaklands,060,R,1991,2006,,121,04
2485,Halswell South,060,C,1991,,587302,121,04
2486,Hornby North,060,C,1991,,587400,121,04
2487,Hornby South,060,C,1991,,587500,121,04
2488,Sockburn,060,C,1991,,587701,121,04
2489,Wigram,060,C,1991,,587702,121,04
2490,Yaldhurst,060,C,1991,,587811,121,04
2491,Broomfield,060,C,1991,,587812,121,04
2492,Templeton,060,R,1991,2013,,121,04
2493,Islington,060,C,1991,,587830,121,04
2494,Prebbleton,062,R,1991,2013,,121,04
2495,Halswell West,060,C,1991,,587842,121,04
2496,Halswell East,060,R,1991,2006,,121,04
2497,Westmorland,060,C,1991,,587844,121,04
2498,McLeans Island,060,C,1991,,587902,121,04
2499,Kennedys Bush,060,C,1991,,587903,121,04
2500,Nelson Airport,052,C,1996,,583500,101,03
2501,Langbein,052,C,1996,,584000,101,03
2502,Motueka West,051,C,1996,,584301,101,03
2503,Motueka East,051,C,1996,,584303,101,03
2504,Moutere Inlet,051,C,1996,,584304,101,03
2505,Jackett Island,051,C,1996,,584305,101,03
2506,Orowaiti,055,C,1996,,584405,111,04
2507,Buller,055,R,1996,2001,,111,04
2508,Okuku,059,C,1996,,585806,121,04
2509,Loburn,059,C,1996,,585807,121,04
2510,Ashley,059,C,1996,,585808,121,04
2511,Mairaki,059,C,1996,,586115,121,04
2512,Fernside,059,R,1996,2013,,121,04
2513,Tuahiwi,059,R,1996,2013,,121,04
2514,Coldstream,059,R,1996,2013,,121,04
2515,Rangiora North,059,R,1996,2006,,121,04
2516,Rangiora West,059,R,1996,2013,,121,04
2517,West Eyreton,059,R,1996,2013,,121,04
2518,Eyreton,059,R,1996,2006,,121,04
2519,Inangahua Junction,055,C,2001,,584412,111,04
2520,Inangahua Valley,055,C,2001,,584701,111,04
2521,Mawheraiti,055,C,2001,,584702,111,04
2522,Maruia,055,C,2001,,584703,111,04
2523,Barrytown,056,C,2001,,584931,111,04
2524,Coalcreek,056,C,2001,,584932,111,04
2525,Atarau,056,C,2001,,584933,111,04
2526,Greymouth Rural,056,C,2001,,584934,111,04
2527,Marsden-Hohonu,056,C,2001,,584935,111,04
2528,Arnold Valley,056,C,2001,,584936,111,04
2529,Nelson Creek-Ngahere,056,C,2001,,584937,111,04
2530,Ahaura,056,C,2001,,584938,111,04
2531,Lake Brunner,056,C,2001,,584939,111,04
2532,Haupiri,056,C,2001,,584940,111,04
2533,Bruce Bay-Paringa,057,C,2001,,585324,111,04
2534,Haast,057,C,2001,,585325,111,04
2535,Taramakau,057,C,2001,,585314,111,04
2536,Otira,057,C,2001,,585315,111,04
2537,Waimea-Arahura,057,C,2001,,585316,111,04
2538,Hokitika Rural,057,C,2001,,585317,111,04
2539,Hokitika Valley,057,C,2001,,585318,111,04
2540,Totara River,057,C,2001,,585319,111,04
2541,Waitaha,057,C,2001,,585320,111,04
2542,Whataroa,057,C,2001,,585321,111,04
2543,Waio,057,C,2001,,585322,111,04
2544,Karangarua,057,C,2001,,585323,111,04
2545,Westport Rural,055,C,2001,,584410,111,04
2546,Little Wanganui,055,C,2001,,584407,111,04
2547,Mokihinui,055,C,2001,,584408,111,04
2548,Buller Coalfields,055,C,2001,,584409,111,04
2549,Charleston,055,C,2001,,584411,111,04
2550,Britannia,052,C,2006,,582401,101,03
2551,Washington,052,C,2006,,582402,101,03
2552,Waiau,058,C,2006,,585505,121,04
2553,Amuri,058,C,2006,,585506,121,04
2554,Kingsbury,059,C,2006,,586305,121,04
2555,Rangiora North,059,C,2006,,586306,121,04
2556,Kaiapoi South,059,C,2006,,586403,121,04
2557,Mansfield,059,C,2006,,586404,121,04
2558,Courtenay,059,C,2006,,586405,121,04
2559,Mandeville,059,C,2006,,586603,121,04
2560,Ohoka,059,C,2006,,586604,121,04
2561,Oaklands West,060,C,2006,,587303,121,04
2562,Oaklands East,060,C,2006,,587304,121,04
2563,Aidanfield,060,C,2006,,587845,121,04
2564,Halswell Domain,060,C,2006,,587846,121,04
2565,Hendersons Basin,060,C,2006,,587847,121,04
2566,Fernside,059,C,2013,,586121,121,04
2567,Lehmans,059,C,2013,,586122,121,04
2568,Pegasus,059,C,2013,,586124,121,04
2569,Woodend Beach,059,C,2013,,586126,121,04
2570,Coldstream,059,C,2013,,586127,121,04
2571,Ravenswood,059,C,2013,,586128,121,04
2572,Tuahiwi,059,C,2013,,586129,121,04
2573,Woodend West,059,C,2013,,586130,121,04
2574,Rangiora West,059,C,2013,,586307,121,04
2575,Rangiora Central,059,C,2013,,586308,121,04
2576,Kaiapoi East,059,C,2013,,586407,121,04
2577,Kaiapoi North West,059,C,2013,,586408,121,04
2578,Kaiapoi North East,059,C,2013,,586409,121,04
2579,Kaiapoi West,059,C,2013,,586503,121,04
2580,Silverstream,059,C,2013,,586504,121,04
2581,West Eyreton,059,C,2013,,586605,121,04
2582,Eyrewell,059,C,2013,,586606,121,04
2583,Paparua,060,C,2013,,587821,121,04
2584,Templeton,060,C,2013,,587822,121,04
2585,Prebbleton,062,C,2013,,587848,121,04
2586,Trents-Ladbrooks,062,C,2013,,587849,121,04
2600,West Melton,062,C,1991,,587904,121,04
2601,Taitapu,062,C,1991,,587905,121,04
2602,Redwood North,060,C,1991,,588101,121,04
2603,Redwood South,060,C,1991,,588102,121,04
2604,Styx Mill,060,C,1991,,588200,121,04
2605,Casebrook,060,C,1991,,588300,121,04
2606,Sawyers Arms,060,R,1991,2006,,121,04
2607,Kaimahi,060,C,1991,,588500,121,04
2608,Harewood,060,C,1991,,588600,121,04
2609,Bishopdale,060,C,1991,,588700,121,04
2610,Russley,060,C,1991,,588800,121,04
2611,Burnside,060,C,1991,,588900,121,04
2612,Wairarapa,060,C,1991,,589000,121,04
2613,Jellie Park,060,C,1991,,589100,121,04
2614,Bryndwr,060,C,1991,,589200,121,04
2615,Holmwood,060,C,1991,,589300,121,04
2616,Fendalton,060,C,1991,,589400,121,04
2617,Deans Bush,060,C,1991,,589500,121,04
2618,Hawthornden,060,C,1991,,589601,121,04
2619,Merrin,060,C,1991,,589602,121,04
2620,Westburn,060,C,1991,,589700,121,04
2621,Masham,060,C,1991,,589800,121,04
2622,Avonhead,060,C,1991,,589900,121,04
2623,Ilam,060,C,1991,,590000,121,04
2624,Upper Riccarton,060,C,1991,,590100,121,04
2625,Wharenui,060,C,1991,,590200,121,04
2626,Middleton,060,C,1991,,590300,121,04
2627,Belfast,060,C,1991,,590400,121,04
2628,Marshland,060,R,1991,2006,,121,04
2629,Styx,060,R,1991,2006,,121,04
2630,Parklands,060,C,1991,,590602,121,04
2631,Riccarton West,060,R,1991,2006,,121,04
2632,Riccarton,060,C,1991,,590800,121,04
2633,Riccarton South,060,C,1991,,590900,121,04
2634,Cashmere West,060,C,1991,,591101,121,04
2635,Cashmere East,060,C,1991,,591102,121,04
2636,Rapaki Track,060,C,1991,,591200,121,04
2637,Heathcote Valley,060,C,1991,,591300,121,04
2638,Cathedral Square,060,C,1991,,591500,121,04
2639,Hagley Park,060,C,1991,,591600,121,04
2640,Avon Loop,060,C,1991,,591700,121,04
2641,Northcote,060,C,1991,,591800,121,04
2642,Papanui,060,C,1991,,591900,121,04
2643,Aorangi,060,C,1991,,592000,121,04
2644,Strowan,060,C,1991,,592100,121,04
2645,Merivale,060,C,1991,,592200,121,04
2646,Rutland,060,C,1991,,592300,121,04
2647,St Albans West,060,C,1991,,592401,121,04
2648,St Albans East,060,C,1991,,592402,121,04
2649,Mairehau,060,C,1991,,592500,121,04
2650,Edgeware,060,C,1991,,592600,121,04
2651,Shirley West,060,C,1991,,592701,121,04
2652,Shirley East,060,C,1991,,592702,121,04
2653,Burwood,060,C,1991,,592811,121,04
2654,Dallington,060,C,1991,,592812,121,04
2655,Travis,060,C,1991,,592820,121,04
2656,Avondale,060,C,1991,,592900,121,04
2657,Chisnall,060,C,1991,,593000,121,04
2658,Aranui,060,C,1991,,593100,121,04
2659,Richmond North,060,C,1991,,593200,121,04
2660,Richmond South,060,C,1991,,593300,121,04
2661,Avonside,060,C,1991,,593400,121,04
2662,Linwood,060,C,1991,,593501,121,04
2663,Phillipstown,060,C,1991,,593502,121,04
2664,Linwood North,060,C,1991,,593600,121,04
2665,Linwood East,060,C,1991,,593700,121,04
2666,Bexley,060,C,1991,,593800,121,04
2667,Bromley,060,C,1991,,593900,121,04
2668,Woolston West,060,C,1991,,594010,121,04
2669,Ferrymead,060,C,1991,,594020,121,04
2670,Woolston South,060,C,1991,,594100,121,04
2671,Ensors,060,C,1991,,594200,121,04
2672,Opawa,060,C,1991,,594300,121,04
2673,St Martins,060,C,1991,,594400,121,04
2674,Waltham,060,C,1991,,594500,121,04
2675,Sydenham,060,C,1991,,594600,121,04
2676,Addington,060,C,1991,,594700,121,04
2677,Barrington North,060,C,1991,,594800,121,04
2678,Barrington South,060,C,1991,,594900,121,04
2679,Spreydon,060,C,1991,,595000,121,04
2680,Hoon Hay,060,C,1991,,595100,121,04
2681,Hoon Hay South,060,C,1991,,595200,121,04
2682,Hillmorton,060,C,1991,,595300,121,04
2683,Somerfield,060,C,1991,,595400,121,04
2684,Beckenham,060,C,1991,,595500,121,04
2685,North Beach,060,C,1991,,595600,121,04
2686,Rawhiti,060,C,1991,,595700,121,04
2687,New Brighton,060,C,1991,,595800,121,04
2688,South Brighton,060,R,1991,1996,,121,04
2689,Mt Pleasant,060,C,1991,,596000,121,04
2690,Moncks Bay,060,R,1991,1996,,121,04
2691,Sumner,060,C,1991,,596200,121,04
2692,Lyttelton,061,C,1991,,596400,121,04
2693,Governors Bay,061,R,1991,1996,,121,04
2694,Diamond Harbour,061,C,1991,,596502,121,04
2695,Port Levy,061,C,1991,,596600,121,04
2696,Akaroa,061,C,1991,,596800,121,04
2697,Okains Bay,061,R,1991,2006,,121,04
2698,Chatham Islands,067,C,1991,,597000,121,03
2699,Little River,061,R,1991,2001,,121,04
2700,South Brighton,060,C,1996,,595900,121,04
2701,Avon - Heathcote Estuary,060,C,1996,,596101,121,04
2702,Moncks Bay,060,C,1996,,596102,121,04
2703,Governors Bay,061,C,1996,,596503,121,04
2704,Quail Island,061,C,1996,,596504,121,04
2705,Little River,061,C,2001,,597101,121,04
2706,Inland Water-Lake Ellesmere South,061,C,2001,,597102,121,04
2707,Belfast South,060,C,2006,,588401,121,04
2708,Sawyers Arms,060,C,2006,,588402,121,04
2709,Travis Wetland,060,C,2006,,590501,121,04
2710,Marshland,060,R,2006,2013,,121,04
2711,Waimairi Beach,060,C,2006,,590603,121,04
2712,Styx,060,C,2006,,590604,121,04
2713,Mona Vale,060,C,2006,,590701,121,04
2714,Riccarton West,060,C,2006,,590702,121,04
2715,Akaroa Harbour,061,C,2006,,596901,121,04
2716,Banks Peninsula Eastern Bays,061,C,2006,,596902,121,04
2717,Mairehau North,060,C,2013,,590504,121,04
2718,Westhaven,060,C,2013,,590505,121,04
2719,Highfield Park,060,C,2013,,590506,121,04
2720,Prestons,060,C,2013,,590507,121,04
2800,Lincoln,062,C,1991,,597200,121,04
2801,Leeston,062,C,1991,,597300,121,04
2802,Southbridge,062,C,1991,,597400,121,04
2803,Ellesmere,062,R,1991,2001,,121,04
2804,Rolleston,062,R,1991,2013,,121,04
2805,Dunsandel,062,C,1991,,597503,121,04
2806,Methven,063,C,1991,,597600,121,04
2807,Fairton,063,R,1991,2013,,121,04
2808,Plains Railway,063,C,1991,,597712,121,04
2809,Mt Somers,063,C,1991,,597720,121,04
2810,Hinds,063,C,1991,,597730,121,04
2811,Chertsey,063,C,1991,,597741,121,04
2812,Rakaia,063,C,1991,,597742,121,04
2813,Allenton,063,R,1991,2013,,121,04
2814,Ashburton Central West,063,C,1991,,597820,121,04
2815,Netherby,063,C,1991,,597830,121,04
2816,Ashburton Central East,063,C,1991,,597840,121,04
2817,Hampstead,063,C,1991,,597850,121,04
2818,Tinwald,063,C,1991,,597860,121,04
2819,Winchester,064,C,1991,,598000,123,04
2820,Fairview - Scarborough,064,C,1991,,598201,123,04
2821,Otipua Creek - Washdyke Flat,064,C,1991,,598202,123,04
2822,Ben McLeod,064,C,1991,,598311,123,04
2823,Orari,064,C,1991,,598312,123,04
2824,Levels,064,C,1991,,598313,123,04
2825,Pareora,064,C,1991,,598314,123,04
2826,Pleasant Point,064,C,1991,,598320,123,04
2827,Geraldine,064,C,1991,,598500,123,04
2828,Temuka,064,C,1991,,598600,123,04
2829,Washdyke,064,C,1991,,598700,123,04
2830,Waimataitai,064,C,1991,,598800,123,04
2831,Marchwiel,064,C,1991,,598900,123,04
2832,Maori Park,064,C,1991,,599000,123,04
2833,Highfield,064,C,1991,,599100,123,04
2834,Glenwood,064,C,1991,,599200,123,04
2835,Gleniti,064,C,1991,,599300,123,04
2836,Fraser Park,064,C,1991,,599400,123,04
2837,Seaview,064,C,1991,,599500,123,04
2838,Watlington,064,C,1991,,599600,123,04
2839,Parkside,064,C,1991,,599700,123,04
2840,Timaru Gardens,064,C,1991,,599800,123,04
2841,Redruth,064,C,1991,,599900,123,04
2842,Twizel Community,065,C,1991,,600100,123,04
2843,Fairlie,065,C,1991,,600200,123,04
2844,MacKenzie,065,R,1991,1996,,123,04
2845,Mt Cook,065,C,1991,,600312,123,04
2846,Lake Tekapo,065,R,1991,1996,,123,04
2847,Waihao,066,C,1991,,600410,123,04
2848,St Andrews,066,C,1991,,600420,123,04
2849,Waimate,066,C,1991,,600500,123,04
2850,Weston,068,C,1991,,600600,160,04
2851,Pukeuri,068,C,1991,,600811,160,04
2852,Ardgowan,068,C,1991,,600812,160,04
2853,Cape Wanbrow,068,C,1991,,600813,160,04
2854,Duntroon,068,C,1991,,600822,160,04
2855,Kurow,068,C,1991,,600824,160,04
2856,Aviemore,068,R,1991,2001,,160,04
2857,Maheno,068,C,1991,,600826,160,04
2858,Omarama,068,C,1991,,600827,160,04
2859,Kakanui,068,C,1991,,600828,160,04
2860,Otematata,068,C,1991,,600830,160,04
2861,Hampden,068,C,1991,,600840,160,04
2862,Oamaru North,068,C,1991,,601010,160,04
2863,Orana Park,068,C,1991,,601020,160,04
2864,Oamaru Central,068,C,1991,,601030,160,04
2865,Oamaru South,068,C,1991,,601040,160,04
2866,Palmerston,068,C,1991,,601200,160,04
2867,Waihemo,068,C,1991,,601301,160,04
2868,Hyde,071,C,1991,,601302,160,04
2869,Waikouaiti,071,C,1991,,601400,160,04
2870,Aramoana,071,C,1991,,601500,160,04
2871,Waitati,071,C,1991,,601602,160,04
2872,Evansdale,071,C,1991,,601603,160,04
2873,Karitane,071,C,1991,,601604,160,04
2874,Warrington,071,C,1991,,601605,160,04
2875,Nenthorn,068,C,1991,,601700,160,04
2876,Fairfield,071,C,1991,,601900,160,04
2877,Brighton,071,C,1991,,602000,160,04
2878,Waldronville,071,C,1991,,602100,160,04
2879,Outram,071,C,1991,,602200,160,04
2880,Middlemarch,071,C,1991,,602300,160,04
2881,Wyllies Crossing,071,C,1991,,602411,160,04
2882,Wingatui,071,C,1991,,602412,160,04
2883,Kaikorai Hill,071,C,1991,,602421,160,04
2884,Saddle Hill,071,C,1991,,602422,160,04
2885,Taieri,071,C,1991,,602500,160,04
2886,Strath Taieri,071,C,1991,,602600,160,04
2887,Harbourside,071,C,1991,,602800,160,04
2888,Fernhill,071,C,1991,,602900,160,04
2889,High St - Stuart St,071,C,1991,,603000,160,04
2890,Stuart St - Frederick St,071,C,1991,,603100,160,04
2891,Opoho,071,C,1991,,603210,160,04
2892,Forrester Park,071,C,1991,,603220,160,04
2893,North East Valley,071,C,1991,,603300,160,04
2894,Pine Hill,071,C,1991,,603400,160,04
2895,Woodhaugh,071,C,1991,,603500,160,04
2896,North Dunedin,071,C,1991,,603601,160,04
2897,Otago University,071,C,1991,,603602,160,04
2898,Maori Hill,071,C,1991,,603710,160,04
2899,Balmacewen,071,C,1991,,603720,160,04
2900,Lake Tekapo,065,C,1996,,600320,123,04
2901,Inland Water-Lake Alexandrina,065,C,1996,,600321,123,04
2902,Inland Water - Lake Tekapo,065,C,1996,,600322,123,04
2903,Mackenzie,065,C,1996,,600323,123,04
2904,Springston,062,R,2001,2013,,121,04
2905,Inland Water-Lake Ellesmere North,062,C,2001,,597505,121,04
2906,Selwyn-Rakaia,062,C,2001,,597506,121,04
2907,Aviemore,068,C,2001,,600831,160,04
2908,Inland Water-Lake Ohai,068,C,2001,,600832,160,04
2909,Rolleston North West,062,C,2013,,597507,121,04
2910,Rolleston Central,062,C,2013,,597508,121,04
2911,Rolleston North East,062,C,2013,,597509,121,04
2912,Rolleston South West,062,C,2013,,597510,121,04
2913,Springston,062,C,2013,,597512,121,04
2914,Rolleston South East,062,C,2013,,597513,121,04
2915,Ashburton North,063,C,2013,,597713,121,04
2916,Fairton,063,C,2013,,597714,121,04
2917,Ashburton East,063,C,2013,,597715,121,04
2918,Allenton West,063,C,2013,,597811,121,04
2919,Allenton East,063,C,2013,,597812,121,04
3000,Glenleith,071,C,1991,,603810,160,04
3001,Helensburgh,071,C,1991,,603820,160,04
3002,Wakari,071,C,1991,,603910,160,04
3003,Halfway Bush,071,C,1991,,603920,160,04
3004,Brockville,071,C,1991,,603930,160,04
3005,Roslyn North,071,C,1991,,604010,160,04
3006,Roslyn South,071,C,1991,,604020,160,04
3007,Mornington,071,C,1991,,604110,160,04
3008,Belleknowes,071,C,1991,,604120,160,04
3009,Kenmure,071,C,1991,,604130,160,04
3010,Caversham,071,C,1991,,604210,160,04
3011,Corstorphine,071,R,1991,1996,,160,04
3012,Caledonian,071,C,1991,,604300,160,04
3013,South Dunedin,071,C,1991,,604410,160,04
3014,Forbury,071,C,1991,,604420,160,04
3015,St Clair,071,C,1991,,604500,160,04
3016,Musselburgh,071,C,1991,,604611,160,04
3017,Andersons Bay,071,C,1991,,604612,160,04
3018,Vauxhall,071,C,1991,,604620,160,04
3019,St Leonards - Blanket Bay,071,C,1991,,604710,160,04
3020,Ravensbourne,071,C,1991,,604720,160,04
3021,Inner Peninsula,071,C,1991,,604810,160,04
3022,MacAndrew Bay,071,R,1991,1996,,160,04
3023,Broad Bay - Portobello,071,C,1991,,604830,160,04
3024,Tairaroa - Cape Saunders,071,C,1991,,604901,160,04
3025,Sandymount,071,C,1991,,604902,160,04
3026,Sawyers Bay,071,C,1991,,605100,160,04
3027,Port Chalmers,071,C,1991,,605200,160,04
3028,St Kilda West,071,C,1991,,605400,160,04
3029,St Kilda Central,071,C,1991,,605500,160,04
3030,St Kilda East,071,C,1991,,605600,160,04
3031,Green Island,071,C,1991,,605800,160,04
