dom,Description,TLA,Status,Year of Census,Retired Year,AU-13,DHB ,RHA reg
3032,Abbotsford,071,C,1991,,605910,160,04
3033,Concord,071,C,1991,,605920,160,04
3034,Mosgiel East,071,C,1991,,606100,160,04
3035,Mosgiel South,071,C,1991,,606210,160,04
3036,East Taieri,071,C,1991,,606220,160,04
3037,Bush Road,071,C,1991,,606300,160,04
3038,Benhar,072,C,1991,,606500,160,04
3039,Stirling,072,C,1991,,606600,160,04
3040,Bruce,072,C,1991,,606700,160,04
3041,Milton,072,C,1991,,606800,160,04
3042,Kaitangata,072,C,1991,,606900,160,04
3043,Clinton,072,C,1991,,607000,160,04
3044,Kaka Point,072,C,1991,,607100,160,04
3045,Owaka,072,C,1991,,607200,160,04
3046,Clutha,072,R,1991,1996,,160,04
3047,Balclutha,072,R,1991,1996,,160,04
3048,Teviot,069,C,1991,,607501,160,04
3049,Tuapeka,072,C,1991,,607502,160,04
3050,Tapanui,072,C,1991,,607600,160,04
3051,Lawrence,072,C,1991,,607700,160,04
3052,Roxburgh,069,C,1991,,607800,160,04
3053,Ranfurly,069,C,1991,,607900,160,04
3054,Maniototo,069,C,1991,,608000,160,04
3055,Naseby,069,C,1991,,608100,160,04
3056,Hawea,070,R,1991,2001,,160,04
3057,Dunstan,069,C,1991,,608302,160,04
3058,Clyde,069,C,1991,,608303,160,04
3059,Alexandra,069,C,1991,,608500,160,04
3060,Cromwell,069,C,1991,,608600,160,04
3061,Frankton,070,C,1991,,608700,160,04
3062,Wanaka,070,C,1991,,608800,160,04
3063,Milford,073,C,1991,,609011,160,04
3064,Glenorchy,070,R,1991,2013,,160,04
3065,Kelvin Heights,070,C,1991,,609022,160,04
3066,Sunshine Bay,070,C,1991,,609023,160,04
3067,Matukituki,070,R,1991,2001,,160,04
3068,Skippers,070,R,1991,1996,,160,04
3069,Arrowtown,070,R,1991,1996,,160,04
3070,Queenstown Bay,070,R,1991,2013,,160,04
3071,Queenstown Hill,070,C,1991,,609302,160,04
3072,Balfour Community,073,C,1991,,609400,160,04
3073,Riversdale Community,073,C,1991,,609500,160,04
3074,Lumsden Community,073,C,1991,,609600,160,04
3075,Edendale Community,073,C,1991,,609700,160,04
3076,Wyndham,073,C,1991,,609800,160,04
3077,Makarewa North,073,C,1991,,609911,160,04
3078,Makarewa,075,R,1991,1996,,160,04
3079,Bay Road West,075,C,1991,,609913,160,04
3080,Mill Road - Woodend,075,R,1991,1996,,160,04
3081,Bushy Point,075,R,1991,1996,,160,04
3082,Otatara,075,R,1991,1996,,160,04
3083,Charlton,074,C,1991,,610010,160,04
3084,Waikaia,073,C,1991,,610020,160,04
3085,Kaweku,073,C,1991,,610031,160,04
3086,Chatton,074,C,1991,,610032,160,04
3087,Kaiwera,074,C,1991,,610033,160,04
3088,Hokonui,073,C,1991,,610040,160,04
3089,Waianiwa,073,C,1991,,610051,160,04
3090,Oreti Beach,075,C,1991,,610052,160,04
3091,Dacre,073,C,1991,,610061,160,04
3092,Myross Bush,075,C,1991,,610062,160,04
3093,Tiwai Point,075,R,1991,1996,,160,04
3094,Waituna,073,C,1991,,610072,160,04
3095,Woodlands,073,C,1991,,610073,160,04
3096,Toetoes,073,C,1991,,610080,160,04
3097,Wallacetown,073,C,1991,,610090,160,04
3098,North Gore,074,C,1991,,610210,160,04
3099,East Gore,074,C,1991,,610220,160,04
3100,Corstorphine West,071,C,1996,,604221,160,04
3101,Corstorphine East,071,C,1996,,604222,160,04
3102,Company Bay,071,C,1996,,604821,160,04
3103,MacAndrew Bay,071,C,1996,,604822,160,04
3104,Clutha,072,C,1996,,607300,160,04
3105,Balclutha,072,C,1996,,607400,160,04
3106,Skippers,070,R,1996,2001,,160,04
3107,Arrowtown,070,C,1996,,609200,160,04
3108,Makarewa,075,C,1996,,609912,160,04
3109,Mill Road - Woodend,075,C,1996,,609914,160,04
3110,Bushy Point,075,C,1996,,609921,160,04
3111,Otatara,075,C,1996,,609922,160,04
3112,Greenhills,075,C,1996,,610074,160,04
3113,Tiwai Point,075,C,1996,,610075,160,04
3114,Waikiwi,075,C,1996,,610602,160,04
3115,Hawea,070,C,2001,,608304,160,04
3116,Inland Water-Lake Hawea,070,C,2001,,608305,160,04
3117,Inland Water-Lake Wakatipu,070,C,2001,,609027,160,04
3118,Matukituki,070,C,2001,,609029,160,04
3119,Inland Water-Lake Wanaka,070,C,2001,,609030,160,04
3120,Wakatipu,070,R,2001,2013,,160,04
3121,Lake Hayes,070,C,2001,,609028,160,04
3122,Glenorchy,070,C,2013,,609013,160,04
3123,Kingston South,070,C,2013,,609014,160,04
3124,Outer Wakatipu,070,C,2013,,609031,160,04
3125,Wakatipu Basin,070,C,2013,,609032,160,04
3126,Frankton East,070,C,2013,,609033,160,04
3127,Lake Hayes South,070,C,2013,,609034,160,04
3128,Jacks Point,070,C,2013,,609035,160,04
3129,Arthurs Point,070,C,2013,,609303,160,04
3130,Queenstown Bay,070,C,2013,,609304,160,04
3200,Central Gore,074,C,1991,,610230,160,04
3201,West Gore,074,C,1991,,610240,160,04
3202,South Gore,074,C,1991,,610250,160,04
3203,Mataura,074,C,1991,,610400,160,04
3204,Winton,073,C,1991,,610500,160,04
3205,Grasmere,075,C,1991,,610601,160,04
3206,Waikiwi,075,R,1991,1996,,160,04
3207,Rosedale,075,C,1991,,610700,160,04
3208,Gladstone - Avenal,075,C,1991,,610800,160,04
3209,Windsor,075,C,1991,,610900,160,04
3210,Waverley-Glengarry,075,C,1991,,611001,160,04
3211,Hawthorndale,075,C,1991,,611002,160,04
3212,Richmond,075,C,1991,,611100,160,04
3213,Otakaro Park,075,C,1991,,611210,160,04
3214,Crinan,075,C,1991,,611220,160,04
3215,West Invercargill,075,C,1991,,611300,160,04
3216,Georgetown,075,C,1991,,611400,160,04
3217,Newfield - Rockdale,075,C,1991,,611500,160,04
3218,Heidelberg,075,C,1991,,611601,160,04
3219,Strathern,075,C,1991,,611602,160,04
3220,Appleby - Kew,075,C,1991,,611700,160,04
3221,Kingswell - Clifton,075,R,1991,1996,,160,04
3222,Tisbury,075,C,1991,,611900,160,04
3223,Bluff,075,C,1991,,612100,160,04
3224,Nightcaps,073,C,1991,,612200,160,04
3225,Ohai,073,C,1991,,612300,160,04
3226,Te Anau,073,C,1991,,612400,160,04
3227,Tuatapere,073,C,1991,,612500,160,04
3228,Otautau,073,C,1991,,612600,160,04
3229,Mararoa River,073,R,1991,2001,,160,04
3230,Manapouri,073,C,1991,,612712,160,04
3231,Mossburn,073,C,1991,,612713,160,04
3232,Wairio,073,C,1991,,612720,160,04
3233,Te Waewae,073,C,1991,,612730,160,04
3234,Fairfax,073,R,1991,1996,,160,04
3235,Riverton,073,R,1991,1996,,160,04
3236,Fiordland,073,R,1991,2001,,160,04
3237,Stewart Island,073,C,1991,,613000,160,04
3238,Kermadec Island,999,R,1991,2001,,011,01
3239,Oceanic - Northland Region,999,R,1991,1996,,011,01
3240,Inlet - Hokianga Harbour,001,C,1991,,614502,011,01
3241,Inlet - Rangaunu Harbour,001,C,1991,,614601,011,01
3242,Inlet - Doubtless Bay,999,C,1991,,614602,011,01
3243,Inlet - Whangaroa Harbour,001,C,1991,,614700,011,01
3244,Inlet - Bay of Islands,001,C,1991,,614800,011,01
3245,Inlet - Whangarei District,002,R,1991,2001,,011,01
3246,Inlet - Port Whangarei,002,C,1991,,615301,011,01
3247,Inlet - Mangawhai Harbour,003,C,1991,,615302,011,01
3248,Mokohinau Island,007,C,1991,,615800,022,01
3249,Little Barrier Island,007,C,1991,,615900,022,01
3250,Kaikoura and Rangiahua Islands,007,C,1991,,616001,022,01
3251,Inlet - Port Fitzroy,999,C,1991,,616002,022,01
3252,Cape Barrier,007,C,1991,,616100,022,01
3253,Rakitu Island,007,C,1991,,616200,022,01
3254,Browns Island,007,C,1991,,616300,022,01
3255,Aiguilles Island,007,C,1991,,616400,022,01
3256,Inlet - Kaipara Harbour North,999,C,1991,,617000,021,01
3257,Inlet - Kaipara Harbour South,999,R,1991,1996,,021,01
3258,Inlet - Kaipara River,004,C,1991,,617102,021,01
3259,Inlet - Takapuna Head,999,C,1991,,617200,021,01
3260,Inlet - Hobson Bay,007,C,1991,,617400,022,01
3261,Oceanic - Auckland Region East,999,R,1991,2006,,022,01
3262,Inlet - Manukau Harbour,999,R,1991,2001,,023,01
3263,Oceanic - Auckland Region West,999,C,1991,,617602,022,01
3264,Inlet - Tamaki,999,R,1991,2001,,022,01
3265,Inlet - Waiuku River,999,C,1991,,617800,023,01
3266,Inlet - Waitemata Harbour,999,R,1991,1996,,022,01
3267,Te Motu Island,018,C,1991,,618300,031,02
3268,Motiti Island,999,C,1991,,618400,047,02
3269,Mayor Island,999,C,1991,,618500,047,02
3270,Inlet - Raglan Harbour,013,C,1991,,619000,031,02
3271,Inlet - Aotea Harbour North,013,C,1991,,619101,031,02
3272,Inlets - Otorohanga District,018,C,1991,,619102,031,02
3273,Inlet - Waitomo District,020,C,1991,,619201,031,02
3274,Oceanic - Waikato Region West,999,C,1991,,619202,031,02
3275,Inlets - Thames Coromandel District,011,C,1991,,619301,031,02
3276,Islands - Thames Coromandel District,011,C,1991,,619302,031,02
3277,Bays - Thames Coromandel District,999,C,1991,,619303,031,02
3278,Oceanic - Waikato Region East,999,C,1991,,619400,031,02
3279,Inlet - Firth of Thames,999,C,1991,,619500,031,02
3280,Oceanic - Bay of Plenty Region,999,R,1991,1996,,047,02
3281,White Island,999,C,1991,,619900,047,02
3282,Inland Water - Lake Taupo,021,C,1991,,620000,042,02
3283,Oceanic - Gisborne District,999,C,1991,,620400,051,02
3284,Inlet - Port Napier,999,C,1991,,620901,061,03
3285,Oceanic - Hawkes Bay Region,999,R,1991,2001,,061,03
3286,Port - Taranaki,999,C,1991,,621401,071,02
3287,Oceanic - Taranaki Region,999,C,1991,,621402,071,02
3288,Oceanic-Oil Rigs Taranaki,999,C,1991,,621500,071,02
3289,Oceanic-Tararua Constituency,999,C,1991,,622000,081,03
3290,Inlet - Wellington Harbour,999,R,1991,2006,,091,03
3291,Inlet - Porirua Harbour,044,C,1991,,622201,091,03
3292,Oceanic - Wellington Region,999,C,1991,,622202,091,03
3293,Oceanic - Manawatu Wanganui Region,999,C,1991,,622700,082,03
3294,Inlet - Tasman Bay,052,R,1991,1996,,101,03
3295,Oceanic - Nelson Marlborough Region,999,R,1991,1996,,101,03
3296,Inlet - Ligar Bay,999,C,1991,,623900,101,03
3297,Inlet - Buller River,055,C,1991,,624100,111,04
3298,Oceanic - West Coast Region,999,C,1991,,624600,111,04
3299,Inlet - Port Lyttelton,061,R,1991,1996,,121,04
3300,Kingswell - Clifton,075,C,1996,,611800,160,04
3301,Fairfax,073,C,1996,,612740,160,04
3302,Riverton East,073,C,1996,,612801,160,04
3303,Riverton West,073,C,1996,,612802,160,04
3304,Three Kings Islands,999,C,1996,,614503,011,01
3305,Oceanic - Northland Region,001,C,1996,,614504,011,01
3306,Inlet - Kaipara Harbour South,999,C,1996,,617101,011,01
3307,Inlet - Waitemata Harbour,999,R,1996,2006,,022,01
3308,Moutohora Island,999,C,1996,,619701,047,02
3309,Oceanic - Bay of Plenty Region,999,C,1996,,619702,047,02
3310,Oceanic - Tasman Region,999,C,1996,,623803,101,03
3311,Oceanic - Nelson Region,999,C,1996,,623804,101,03
3312,Oceanic - Marlborough Region,999,C,1996,,623805,101,03
3313,Oceanic - Canterbury Region North,999,C,1996,,623806,121,04
3314,Inlet - Port Lyttleton,999,C,1996,,625101,121,04
3315,Mararoa River,073,C,2001,,612714,160,04
3316,Inland Water-Lake Te Anau,073,C,2001,,612715,160,04
3317,Fiordland,073,C,2001,,612901,160,04
3318,Inland Water-Lake Manapouri,073,C,2001,,612902,160,04
3319,Inland Water-Lake Hauroko,073,C,2001,,612903,160,04
3320,Oceanic-Southland Region,999,C,2001,,627201,160,04
3321,Oceanic-Kermadec Islands,999,C,2001,,614001,011,01
3322,Kermadec Islands,999,C,2001,,614002,011,01
3323,Inlet - Tutukaka Harbour,002,C,2001,,615101,011,01
3324,Inlet - Whangarei Harbour,002,C,2001,,615102,011,01
3325,Manukau Harbour,999,R,2001,2006,,023,01
3326,Tidal-Manukau Harbour,008,C,2001,,617604,023,01
3327,Tamaki Strait,999,R,2001,2006,,023,01
3328,Tidal-Tamaki,008,C,2001,,617702,023,
3329,Oceanic-Hawke's Bay Region,999,C,2001,,620903,061,03
3330,Oceanic-Auckland Region East,999,C,2006,,617501,022,01
3331,Tidal-Great Barrier Island,999,C,2006,,617502,022,01
3332,Tidal-Motutapu and Browns Islands,999,C,2006,,617503,022,01
3333,Inlet-Manukau Harbour,999,C,2006,,617605,023,01
3334,Tidal-Manukau Harbour  North,999,C,2006,,617606,023,01
3335,Tamaki Strait,999,C,2006,,617703,023,01
3336,Tidal-Eastern Bays,999,C,2006,,617704,022,01
3337,Inlet-Waitemata Harbour,999,C,2006,,617901,022,01
3338,Tidal-Waitemata Harbour,999,C,2006,,617902,022,01
3339,Auckland City-Marinas,007,C,2006,,617903,022,01
3340,Inlet-Wellington Harbour,999,C,2006,,622101,091,03
3341,Seaview Marina,999,C,2006,,622102,091,03
3400,Inlets - Banks Peninsula Bays,061,C,1991,,625102,121,04
3401,Oceanic - Canterbury Region South,999,C,1991,,625103,121,04
3402,Oceanic - Chatham Islands,999,C,1991,,625200,121,03
3403,Inlet - Port Timaru,064,C,1991,,625300,123,04
3404,Inlet - Otago Harbour,071,C,1991,,625800,160,04
3405,Inlet - Dunedin City Bays,071,C,1991,,625901,160,04
3406,Oceanic - Otago Region,999,C,1991,,625902,160,04
3407,Inlet - Port Oamaru,068,C,1991,,626000,160,04
3408,Inlet - Milford Sound,073,C,1991,,626100,160,04
3409,Dog Island,075,C,1991,,626500,160,04
3410,Campbell Island,999,R,1991,2001,,160,04
3411,Centre Island,073,C,1991,,626700,160,04
3412,Inlet - Bluff Harbour,075,R,1991,1996,,160,04
3413,Inlet - New River Estuary,075,C,1991,,626802,160,04
3414,Oceanic-Oil Rig Southland,999,C,1991,,626900,071,02
3415,Inlet - Jacobs River Estuary,073,R,1991,1996,,160,04
3416,Oceanic - Southland Region,999,R,1991,2001,,160,04
3417,Ross Dependency,999,C,1991,,,999,
3500,Inlet - Bluff Harbour,075,C,1996,,626801,160,04
3501,Inlet - Jacobs River Estuary,073,C,1996,,627000,160,04
3502,Oceanic-Campbell Island,999,C,2001,,626601,160,04
3503,Campbell Island,999,C,2001,,626602,160,04
3504,Oceanic-Auckland Islands,999,C,2001,,627203,160,04
3505,Auckland Islands,999,C,2001,,627204,160,04
3506,NZ Economic Zone,999,C,2013,,666667,999,
3507,Oceanic-Bounty Islands,999,C,2013,,666668,999,
3508,Bounty Islands,999,C,2013,,666669,999,
3509,Oceanic-Snares Islands,999,C,2013,,666670,999,
3510,Snares Island,999,C,2013,,666671,999,
3511,Oceanic-Antipodes Islands,999,C,2013,,666672,999,
3512,Antipodes Islands,999,C,2013,,666673,999,
9999,Overseas resident,998,C,1991,,,999,
BD00,Unknown Area Health Board,999,C,1991,,,999,
BD01,Northland Area Health board,999,C,1991,,,011,01
BD02,Auckland Area Health Board,999,C,1991,,,999,01
BD03,Waikato Area Health Board,999,C,1991,,,031,02
BD04,Bay of Plenty Area Health Board,999,C,1991,,,047,02
BD05,Tairawhiti Area Health Board,999,C,1991,,,051,02
BD06,Hawke's Bay Area Health Board,999,C,1991,,,061,03
BD07,Taranaki Area Health Board,999,C,1991,,,071,02
BD08,Manawatu/Wanganui Area Health Board,999,C,1991,,,999,03
BD09,Wellington Area Health Board,999,C,1991,,,999,03
BD10,Nelson/Marlborough Area Health Board,999,C,1991,,,101,03
BD11,Westland Area Health Board,999,C,1991,,,111,04
BD12,Canterbury Area Health Board,999,C,1991,,,999,04
BD13,Otago Area Health Board,999,C,1991,,,160,04
BD14,Southland Area Health Board,999,C,1991,,,160,04
BD99,Area Health Board not applicable,999,C,1991,,,999,
D011,Northland District Health Board,999,C,1996,,,011,01
D021,Waitemata District Health Board,999,C,1996,,,021,01
D022,Auckland District Health Board,999,C,1996,,,022,01
D023,Counties Manukau District Health Board,999,C,1996,,,023,01
D031,Waikato District Health Board,999,C,1996,,,031,02
D042,Lakes District Health Board,999,C,1996,,,042,02
D047,Bay of Plenty District Health Board,999,C,1996,,,047,02
D051,Tairawhiti District Health Board,999,C,1996,,,051,02
D061,Hawkes Bay District Health Board,999,C,1996,,,061,03
D071,Taranaki District Health Board,999,C,1996,,,071,02
D081,Mid Central District Health Board,999,C,1996,,,081,03
D082,Whanganui District Health Board,999,C,1996,,,082,03
D091,Capital and Coast District Health Board,999,C,1996,,,091,03
D092,Hutt Valley District Health Board,999,C,1996,,,092,03
D093,Wairarapa District Health Board,999,C,1996,,,093,03
D101,Nelson Marlborough District Health Board,999,C,1996,,,101,03
D111,West Coast District Health Board,999,C,1996,,,111,04
D121,Canterbury District Health Board,999,C,1996,,,121,04
D123,South Canterbury District Health Board,999,C,1996,,,123,04
D131,Otago District Health Board,999,C,1996,,,160,04
D141,Southland District Health Board,999,C,1996,,,160,04
D161,Southern District Health Board,999,C,1996,,,160,04
